NOME,QoE,TempoJogo,UsoCpu,UsoRam,UsoGpu,UsoVram,DelayVideo,DelayComandos,JitterVideo,JitterComandos,PerdaVideo,PerdaComandos,Jogo,TerminoPartida,JogariaNovamente,EstadoEspirito,IDADE,GENERO,CURSO,HORASJOGASEMANA,RESOLUCAO,FREQUENCIA,QUALJAJOGOU,TEMPOQUALJAJOGOU,MOUSEMANETEVR
Player 1,2,4.0,31.0,12.0,9.0,10.0,150,125,20,25,2.0,2.0,Spelunky,16.41,,,,,,,,,,,
Player 3,3,3.0,34.0,16.0,9.0,9.0,0,100,0,20,0.0,1.0,Spelunky,17.17,,,,,,,,,,,
Player 3,5,3.0,35.0,14.0,8.0,9.0,100,50,20,20,0.0,0.0,Half-Life 2,17.35,,,,,,,,,,,
Player 3,0,3.0,35.0,14.0,8.0,8.0,150,25,10,25,2.0,2.0,Half-Life 2,19.02,,,,,,,,,,,
Player 5,2,,,,,,0,20,0,10,0.0,5.0,Rise of Tomb Raider,14.3,NAO,Indiferente,,,,,,,,,
Player 3,3,3.0,36.0,13.0,9.0,9.0,0,125,0,0,0.0,3.0,Half-Life 2,14.40,,,,,,,,,,,
Player 3,2,3.0,64.0,17.0,22.0,20.0,125,75,15,20,3.0,3.0,Half-Life 2,19.16,,,,,,,,,,,
Player 11,2,4.0,25.0,12.0,6.0,7.0,50,0,5,0,1.5,0.0,Half-Life 2,15.3,NAO,Feliz,29.0,M,Doutorado Ciências da Computação,0.0,-1080p,60.0,Nenhum,0.0,Nenhum
Player 74,5,,,,,,35,0,0,0,20.0,0.0,Rise of Tomb Raider,14.16,SIM,Indiferente,,,,,,,,,
Player 1,5,3.0,30.0,13.0,9.0,9.0,50,100,15,5,0.0,0.0,Spelunky,14.29,,,,,,,,,,,
Player 3,3,3.0,41.0,14.0,26.0,24.0,50,0,20,0,2.0,0.0,Half-Life 2,20.11,,,,,,,,,,,
Player 1,6,3.0,36.0,15.0,9.0,9.0,0,75,0,10,0.0,0.0,Half-Life 2,16.20,,,,,,,,,,,
Player 3,4,3.0,38.0,16.0,9.0,9.0,0,25,0,10,0.0,0.5,Half-Life 2,19.42,,,,,,,,,,,
Player 74,6,,,,,,40,40,30,40,5.0,0.0,Rise of Tomb Raider,12.26,SIM,Indiferente,,,,,,,,,
Player 1,1,3.0,77.0,28.0,9.0,9.0,125,0,20,0,2.5,0.0,Half-Life 2,17.06,,,,,,,,,,,
Player 39,5,4.0,21.0,14.0,8.0,8.0,25,125,0,15,0.0,0.0,Spelunky,14.0,SIM,Indiferente,22.0,F,Engenharia de Computação,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 3,5,3.0,38.0,14.0,9.0,9.0,0,0,0,0,1.5,0.0,Half-Life 2,15.28,,,,,,,,,,,
Player 3,1,3.0,32.0,15.0,9.0,9.0,150,0,15,0,1.5,0.0,Half-Life 2,16.35,,,,,,,,,,,
Player 3,0,3.0,33.0,13.0,8.0,8.0,0,150,0,15,0.0,2.0,Half-Life 2,14.44,,,,,,,,,,,
Player 3,3,3.0,37.0,15.0,9.0,9.0,50,50,20,5,2.5,2.5,Half-Life 2,18.13,,,,,,,,,,,
Player 3,3,3.0,39.0,14.0,9.0,9.0,75,25,5,20,1.5,1.5,Half-Life 2,15.16,,,,,,,,,,,
Player 44,0,,,,,,30,40,30,30,20.0,20.0,Rise of Tomb Raider,22.04,NAO,Indiferente,,,,,,,,,
Player 1,6,3.0,57.0,16.0,36.0,31.0,0,75,0,15,0.0,0.0,Half-Life 2,18.18,,,,,,,,,,,
Player 1,3,3.0,37.0,14.0,9.0,9.0,75,0,20,0,2.5,0.0,Half-Life 2,13.47,,,,,,,,,,,
Player 3,1,3.0,46.0,16.0,9.0,10.0,150,0,20,0,3.0,0.0,Half-Life 2,19.26,,,,,,,,,,,
Player 1,4,3.0,43.0,16.0,25.0,22.0,0,50,0,10,0.0,2.0,Half-Life 2,18.12,,,,,,,,,,,
Player 1,4,3.0,41.0,15.0,26.0,22.0,0,100,0,20,0.0,1.0,Half-Life 2,18.13,,,,,,,,,,,
Player 62,5,3.0,25.0,16.0,20.0,14.0,75,0,25,0,2.5,0.0,FEAR,17.8,SIM,Feliz,20.0,M,Sistemas de Informação,4.0,1080p,75.0,Nenhum,0.0,Mouse
Player 3,3,3.0,37.0,13.0,8.0,9.0,0,50,0,10,0.0,3.0,Half-Life 2,17.36,,,,,,,,,,,
Player 1,4,3.0,37.0,15.0,9.0,9.0,0,50,0,10,0.0,2.5,Half-Life 2,20.40,,,,,,,,,,,
Player 5,2,3.0,48.0,17.0,27.0,24.0,0,100,0,15,0.0,0.5,Half-Life 2,13.20,,,,,,,,,,,
Player 3,2,3.0,34.0,15.0,8.0,8.0,75,75,10,25,3.0,3.0,Half-Life 2,19.08,,,,,,,,,,,
Player 10,3,4.0,34.0,16.0,9.0,9.0,150,125,15,5,0.5,0.5,Half-Life 2,16.4,0,0,23.0,M,Sistemas de Informação,0.0,1080p,60.0,Nenhum,0.0,Nenhum
Player 3,4,3.0,72.0,28.0,9.0,10.0,50,25,5,10,3.0,3.0,Half-Life 2,16.42,,,,,,,,,,,
Player 3,3,3.0,39.0,14.0,9.0,10.0,25,0,5,0,2.5,0.0,Half-Life 2,17.19,,,,,,,,,,,
Player 40,6,3.0,38.0,14.0,10.0,10.0,0,50,0,10,0.0,2.5,Half-Life 2,16.6,SIM,Feliz,20.0,M,Sistemas de Informação,8.0,-1080p,60.0,Nenhum,0.0,Mouse
Player 3,1,3.0,37.0,14.0,9.0,9.0,100,125,0,15,0.0,0.5,Half-Life 2,18.28,,,,,,,,,,,
Player 1,5,3.0,31.0,13.0,9.0,9.0,0,125,0,20,0.0,0.0,Spelunky,18.37,,,,,,,,,,,
Player 44,6,,,,,,40,0,0,0,10.0,0.0,Rise of Tomb Raider,21.57,SIM,Indiferente,,,,,,,,,
Player 41,5,3.0,23.0,16.0,16.0,12.0,0,25,0,5,0.0,3.0,FEAR,15.4,SIM,Feliz,18.0,M,Ensino Médio,5.0,1080p,60.0,Spelunky,8.0,Mouse e Manete
Player 1,3,3.0,39.0,14.0,9.0,9.0,0,75,0,10,0.0,2.0,Half-Life 2,13.23,,,,,,,,,,,
Player 5,5,,,,,,0,10,0,15,0.0,10.0,Rise of Tomb Raider,12.53,NAO,Indiferente,,,,,,,,,
Player 1,6,3.0,73.0,57.0,31.0,27.0,0,75,0,0,0.0,0.5,Half-Life 2,14.33,,,,,,,,,,,
Player 5,4,,,,,,0,17,0,0,0.0,4.0,Rise of Tomb Raider,14.19,SIM,Indiferente,,,,,,,,,
Player 3,1,3.0,35.0,15.0,10.0,10.0,0,150,0,5,0.0,0.5,Half-Life 2,16.48,,,,,,,,,,,
Player 1,6,3.0,39.0,15.0,9.0,9.0,50,0,5,0,0.0,0.0,Half-Life 2,19.57,,,,,,,,,,,
Player 1,6,3.0,27.0,17.0,22.0,16.0,100,25,10,20,0.0,0.0,FEAR,14.14,,,,,,,,,,,
Player 39,2,4.0,25.0,17.0,19.0,14.0,0,50,0,5,0.0,2.5,FEAR,15.8,NAO,Indiferente,22.0,F,Engenharia de Computação,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 3,2,3.0,36.0,14.0,9.0,9.0,0,50,0,10,0.0,1.5,Half-Life 2,19.07,,,,,,,,,,,
Player 3,3,3.0,26.0,16.0,7.0,7.0,0,75,0,0,0.0,0.5,Half-Life 2,16.57,,,,,,,,,,,
Player 3,3,3.0,69.0,19.0,8.0,8.0,0,50,0,10,0.0,1.5,Half-Life 2,20.00,,,,,,,,,,,
Player 83,5,,,,,,2,0,10,0,2.0,0.0,Rise of Tomb Raider,20.47,SIM,Feliz,,,,,,,,,
Player 1,6,3.0,42.0,16.0,8.0,9.0,0,50,0,0,0.0,3.0,Half-Life 2,19.35,,,,,,,,,,,
Player 44,0,,,,,,40,0,30,0,20.0,0.0,Rise of Tomb Raider,21.45,NAO,Indiferente,,,,,,,,,
Player 38,1,3.0,23.0,14.0,9.0,9.0,0,150,0,20,0.0,2.5,Spelunky,14.1,NAO,Feliz,18.0,F,Ensino Médio,0.0,1080p,60.0,Nenhum,0.0,Mouse
Player 41,4,3.0,25.0,17.0,19.0,14.0,0,25,0,15,0.0,0.5,FEAR,15.3,SIM,Feliz,18.0,M,Ensino Médio,5.0,1080p,60.0,Spelunky,8.0,Mouse e Manete
Player 1,4,3.0,37.0,15.0,8.0,9.0,50,25,5,5,1.5,1.5,Half-Life 2,18.20,,,,,,,,,,,
Player 3,3,3.0,36.0,14.0,10.0,10.0,100,0,15,0,3.0,0.0,Half-Life 2,18.34,,,,,,,,,,,
Player 3,1,3.0,27.0,14.0,5.0,7.0,0,75,0,10,0.0,2.0,Half-Life 2,20.24,,,,,,,,,,,
Player 74,0,,,,,,0,40,0,30,0.0,10.0,Rise of Tomb Raider,13.54,NAO,Indiferente,,,,,,,,,
Player 74,2,,,,,,20,0,0,0,2.0,0.0,Rise of Tomb Raider,16.55,NAO,Indiferente,,,,,,,,,
Player 1,3,3.0,48.0,14.0,24.0,21.0,0,75,0,25,0.0,1.5,Half-Life 2,18.27,,,,,,,,,,,
Player 1,2,3.0,59.0,20.0,24.0,21.0,100,150,25,5,0.0,2.5,Half-Life 2,18.32,,,,,,,,,,,
Player 77,5,3.0,24.0,15.0,13.0,12.0,100,125,5,5,3.0,3.0,Half-Life 2,15.0,SIM,Feliz,23.0,M,Ciências da Computação,3.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 3,6,3.0,36.0,15.0,8.0,9.0,100,0,20,0,0.0,0.0,Half-Life 2,19.26,,,,,,,,,,,
Player 1,3,3.0,60.0,20.0,24.0,21.0,50,0,25,0,1.5,0.0,Half-Life 2,18.42,,,,,,,,,,,
Player 3,1,3.0,51.0,15.0,35.0,30.0,0,125,0,5,0.0,1.5,Half-Life 2,18.48,,,,,,,,,,,
Player 1,5,4.0,32.0,12.0,11.0,10.0,50,0,5,0,0.5,0.0,Spelunky,16.51,,,,,,,,,,,
Player 1,6,3.0,27.0,18.0,8.0,8.0,25,125,25,25,1.5,1.5,Spelunky,15.53,,,,,,,,,,,
Player 1,6,3.0,38.0,13.0,8.0,9.0,50,0,20,0,0.0,0.0,Half-Life 2,14.17,,,,,,,,,,,
Player 47,4,4.0,30.0,14.0,8.0,9.0,0,100,0,25,0.0,2.5,Half-Life 2,17.4,SIM,Indiferente,23.0,F,Física,8.0,1080p,60.0,Nenhum,0.0,Celular
Player 3,6,3.0,35.0,14.0,8.0,8.0,100,0,0,0,0.0,2.5,Half-Life 2,19.41,,,,,,,,,,,
Player 1,2,4.0,78.0,57.0,30.0,25.0,150,0,15,0,1.0,0.0,Half-Life 2,14.45,,,,,,,,,,,
Player 32,3,3.0,16.0,16.0,15.0,12.0,0,25,0,0,0.0,0.5,FEAR,,SIM,Feliz,28.0,F,Reitoria,0.0,-1080p,60.0,Nenhum,0.0,Nenhum
Player 3,4,3.0,36.0,14.0,8.0,9.0,25,0,20,0,2.0,0.0,Half-Life 2,16.50,,,,,,,,,,,
Player 1,4,3.0,37.0,15.0,9.0,9.0,50,50,25,25,1.0,1.0,Half-Life 2,18.09,,,,,,,,,,,
Player 74,4,,,,,,10,15,10,10,0.0,2.0,Rise of Tomb Raider,16.38,SIM,Indiferente,,,,,,,,,
Player 5,2,3.0,55.0,25.0,26.0,23.0,0,75,0,5,0.0,2.5,Half-Life 2,17.11,,,,,,,,,,,
Player 1,4,3.0,55.0,14.0,28.0,24.0,50,0,20,0,3.0,0.0,Half-Life 2,17.12,,,,,,,,,,,
Player 74,1,,,,,,30,0,40,0,20.0,0.0,Rise of Tomb Raider,13.24,NAO,Indiferente,,,,,,,,,
Player 44,0,,,,,,30,0,40,0,10.0,0.0,Rise of Tomb Raider,22.03,NAO,Indiferente,,,,,,,,,
Player 64,6,4.0,20.0,16.0,17.0,13.0,100,0,10,0,2.0,0.0,FEAR,12.8,SIM,Feliz,20.0,N,Farmácia,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 3,5,3.0,80.0,37.0,23.0,21.0,25,0,10,0,1.5,0.0,Half-Life 2,17.32,,,,,,,,,,,
Player 74,5,,,,,,10,10,10,12,0.0,0.0,Rise of Tomb Raider,12.43,SIM,Indiferente,,,,,,,,,
Player 81,2,,,,,,20,0,12,0,3.0,0.0,Spelunky,11.33,NAO,Indiferente,,,,,,,,,
Player 68,2,5.0,10.0,14.0,6.0,7.0,100,125,5,0,3.0,3.0,Spelunky,19.9,NAO,Indiferente,20.0,M,Ciências da Computação,2.0,-1080p,60.0,Nenhum,0.0,Nenhum
Player 1,6,3.0,38.0,15.0,9.0,9.0,0,25,0,10,0.0,2.5,Half-Life 2,16.55,,,,,,,,,,,
Player 1,4,3.0,38.0,15.0,9.0,9.0,0,50,0,10,0.0,3.0,Half-Life 2,18.22,,,,,,,,,,,
Player 3,4,3.0,37.0,14.0,9.0,9.0,25,100,25,10,1.0,1.0,Half-Life 2,19.12,,,,,,,,,,,
Player 3,3,3.0,30.0,13.0,9.0,9.0,25,50,10,0,2.0,2.0,Half-Life 2,14.55,,,,,,,,,,,
Player 18,5,3.0,40.0,17.0,11.0,11.0,50,0,20,0,1.5,0.0,Half-Life 2,16.0,SIM,Feliz,19.0,M,Física,8.0,1080p,60.0,Nenhum,0.0,Mouse
Player 1,5,3.0,60.0,57.0,10.0,9.0,50,150,10,20,0.5,0.5,Spelunky,15.05,,,,,,,,,,,
Player 1,2,3.0,36.0,14.0,8.0,9.0,125,0,20,0,1.5,0.0,Half-Life 2,17.34,,,,,,,,,,,
Player 3,4,3.0,37.0,14.0,9.0,9.0,75,0,0,0,2.0,0.0,Half-Life 2,17.31,,,,,,,,,,,
Player 5,2,3.0,38.0,15.0,8.0,8.0,0,125,0,20,0.0,2.0,Half-Life 2,17.16,,,,,,,,,,,
Player 3,4,3.0,29.0,13.0,7.0,8.0,100,25,25,15,0.5,0.5,Half-Life 2,22.42,,,,,,,,,,,
Player 5,2,3.0,42.0,13.0,24.0,22.0,100,0,5,0,1.5,0.0,Half-Life 2,18.12,,,,,,,,,,,
Player 1,1,3.0,37.0,19.0,8.0,8.0,0,125,0,10,0.0,2.5,Half-Life 2,15.51,,,,,,,,,,,
Player 29,4,3.0,26.0,14.0,8.0,8.0,0,150,0,25,0.0,2.0,Spelunky,15.2,NAO,Feliz,25.0,F,Física,4.0,1080p,75.0,Nenhum,0.0,Mouse
Player 67,4,4.0,19.0,18.0,8.0,9.0,50,0,15,0,2.5,0.0,Spelunky,,SIM,Indiferente,21.0,M,Ciências da Computação,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete e Celular
Player 1,6,3.0,36.0,14.0,9.0,10.0,0,25,0,0,0.0,0.0,Half-Life 2,18.22,,,,,,,,,,,
Player 3,5,3.0,36.0,15.0,8.0,9.0,0,100,0,0,0.0,0.0,Half-Life 2,16.20,,,,,,,,,,,
Player 1,5,3.0,79.0,37.0,22.0,19.0,50,0,15,0,1.5,0.0,Half-Life 2,18.36,,,,,,,,,,,
Player 1,1,3.0,38.0,15.0,9.0,9.0,0,100,0,20,0.0,1.5,Half-Life 2,16.45,,,,,,,,,,,
Player 1,6,3.0,75.0,34.0,23.0,20.0,125,0,0,0,2.5,0.0,Half-Life 2,16.21,,,,,,,,,,,
Player 5,2,3.0,39.0,14.0,9.0,9.0,50,0,25,0,1.0,0.0,Half-Life 2,15.25,,,,,,,,,,,
Player 3,4,3.0,37.0,13.0,8.0,9.0,0,50,0,15,0.0,1.0,Half-Life 2,16.28,,,,,,,,,,,
Player 41,1,3.0,27.0,18.0,19.0,14.0,75,125,5,25,0.5,0.5,FEAR,16.4,NAO,Triste,18.0,M,Ensino Médio,5.0,1080p,60.0,Spelunky,8.0,Mouse e Manete
Player 1,6,3.0,33.0,14.0,9.0,9.0,0,50,0,15,0.0,2.0,Spelunky,20.19,,,,,,,,,,,
Player 33,6,3.0,25.0,18.0,19.0,14.0,100,0,5,0,1.0,0.0,FEAR,,SIM,Feliz,20.0,M,Química,4.0,1080p,60.0,Nenhum,0.0,Mouse
Player 3,1,3.0,39.0,15.0,9.0,9.0,125,100,5,0,2.0,2.0,Half-Life 2,18.32,,,,,,,,,,,
Player 1,6,3.0,37.0,14.0,9.0,9.0,50,0,15,0,0.0,0.0,Half-Life 2,23.18,,,,,,,,,,,
Player 44,2,3.0,27.0,20.0,16.0,13.0,0,50,0,15,0.0,3.0,FEAR,20.8,SIM,Indiferente,28.0,M,Doutorado Ciências da Computação,8.0,1080p,144.0,Nenhum,0.0,Mouse
Player 3,2,3.0,53.0,17.0,8.0,8.0,150,75,20,5,2.5,2.5,Half-Life 2,19.46,,,,,,,,,,,
Player 1,0,,,,,,0,30,0,10,0.0,2.0,Spelunky,18.25,NAO,Indiferente,,,,,,,,,
Player 5,2,3.0,41.0,14.0,9.0,10.0,0,125,0,25,0.0,0.5,Half-Life 2,15.14,,,,,,,,,,,
Player 3,4,3.0,79.0,38.0,21.0,18.0,125,125,0,15,0.5,0.5,Half-Life 2,17.40,,,,,,,,,,,
Player 3,1,3.0,35.0,15.0,9.0,9.0,150,25,15,5,3.0,3.0,Spelunky,17.30,,,,,,,,,,,
Player 3,3,3.0,38.0,15.0,8.0,9.0,50,0,25,0,2.0,0.0,Half-Life 2,18.59,,,,,,,,,,,
Player 1,3,3.0,33.0,13.0,8.0,9.0,50,0,25,0,1.5,0.0,Half-Life 2,14.21,,,,,,,,,,,
Player 44,0,,,,,,0,30,0,30,0.0,10.0,Rise of Tomb Raider,20.35,NAO,Indiferente,,,,,,,,,
Player 4,4,3.0,24.0,14.0,8.0,8.0,0,50,0,10,0.0,0.0,Spelunky,17.30,,,,,,,,,,,
Player 1,0,,,,,,50,15,10,0,3.0,3.0,Spelunky,17.35,NAO,Indiferente,,,,,,,,,
Player 74,6,,,,,,35,0,0,0,10.0,10.0,Rise of Tomb Raider,14.13,SIM,Indiferente,,,,,,,,,
Player 8,5,3.0,42.0,14.0,10.0,10.0,50,50,10,25,3.0,3.0,Half-Life 2,16.25,,,,,,,,,,,
Player 1,2,3.0,25.0,13.0,8.0,8.0,150,0,5,0,2.0,0.0,Spelunky,16.50,,,,,,,,,,,
Player 1,1,3.0,50.0,16.0,24.0,21.0,125,125,25,15,3.0,3.0,Half-Life 2,21.10,,,,,,,,,,,
Player 5,2,4.0,36.0,15.0,8.0,8.0,50,150,15,15,2.0,2.0,Half-Life 2,17.02,,,,,,,,,,,
Player 3,6,3.0,34.0,13.0,8.0,9.0,0,25,0,0,0.0,0.0,Half-Life 2,18.26,,,,,,,,,,,
Player 1,0,,,,,,30,30,5,15,3.0,3.0,Spelunky,17.32,NAO,Indiferente,,,,,,,,,
Player 6,0,3.0,46.0,14.0,29.0,25.0,150,0,10,0,1.5,0.0,Half-Life 2,10.13,,,,,,,,,,,
Player 3,4,3.0,73.0,27.0,10.0,10.0,25,0,5,0,0.5,0.0,Half-Life 2,16.40,,,,,,,,,,,
Player 1,2,3.0,37.0,14.0,9.0,9.0,100,25,10,25,1.5,1.5,Half-Life 2,15.53,,,,,,,,,,,
Player 1,2,3.0,38.0,15.0,8.0,9.0,50,0,10,0,3.0,0.0,Half-Life 2,19.54,,,,,,,,,,,
Player 1,2,3.0,29.0,12.0,9.0,9.0,0,125,0,10,0.0,3.0,Spelunky,17.15,,,,,,,,,,,
Player 31,5,4.0,27.0,16.0,8.0,9.0,50,0,15,0,0.0,0.0,Spelunky,14.9,SIM,Feliz,23.0,M,Ciências da Computação,8.0,1080p,144.0,Nenhum,0.0,Mouse e Manete e VR
Player 83,5,,,,,,15,0,5,0,1.5,0.0,Rise of Tomb Raider,19.47,SIM,Feliz,,,,,,,,,
Player 3,3,3.0,59.0,24.0,9.0,9.0,50,0,5,0,2.0,0.0,Half-Life 2,13.35,,,,,,,,,,,
Player 6,5,3.0,43.0,14.0,29.0,26.0,0,25,0,15,0.0,2.5,Half-Life 2,09.46,,,,,,,,,,,
Player 1,2,3.0,78.0,28.0,31.0,26.0,100,0,0,0,2.5,0.0,Half-Life 2,20.16,,,,,,,,,,,
Player 3,5,3.0,35.0,16.0,9.0,9.0,0,25,0,0,0.0,3.0,Half-Life 2,15.31,,,,,,,,,,,
Player 1,4,3.0,52.0,16.0,25.0,22.0,75,125,15,10,0.5,0.5,Half-Life 2,18.30,,,,,,,,,,,
Player 3,0,3.0,29.0,14.0,6.0,7.0,150,75,5,5,2.5,2.5,Half-Life 2,19.48,,,,,,,,,,,
Player 3,4,3.0,24.0,15.0,7.0,8.0,100,75,0,15,0.0,0.0,Half-Life 2,15.55,,,,,,,,,,,
Player 74,0,,,,,,40,30,30,30,0.0,10.0,Rise of Tomb Raider,14.09,NAO,Indiferente,,,,,,,,,
Player 3,5,3.0,17.0,14.0,5.0,7.0,50,0,15,0,0.0,0.0,Half-Life 2,14.37,,,,,,,,,,,
Player 3,4,3.0,72.0,29.0,9.0,9.0,0,75,0,0,0.0,0.0,Half-Life 2,17.26,,,,,,,,,,,
Player 3,3,3.0,62.0,24.0,9.0,9.0,25,0,5,0,1.5,0.0,Half-Life 2,13.51,,,,,,,,,,,
Player 1,4,3.0,44.0,14.0,25.0,22.0,125,0,0,0,3.0,0.0,Half-Life 2,18.20,,,,,,,,,,,
Player 1,6,3.0,71.0,19.0,24.0,21.0,50,50,15,10,0.0,0.0,Half-Life 2,22.22,,,,,,,,,,,
Player 3,6,3.0,38.0,14.0,9.0,9.0,0,50,0,5,0.0,0.0,Half-Life 2,14.00,,,,,,,,,,,
Player 33,4,4.0,22.0,15.0,9.0,9.0,150,0,15,0,2.5,0.0,Half-Life 2,17.0,SIM,Feliz,20.0,M,Química,4.0,1080p,60.0,Nenhum,0.0,Mouse
Player 44,0,,,,,,0,40,0,30,0.0,10.0,Spelunky,22.34,NAO,Indiferente,,,,,,,,,
Player 3,3,3.0,37.0,14.0,9.0,9.0,100,0,0,0,2.0,0.0,Half-Life 2,18.57,,,,,,,,,,,
Player 74,5,,,,,,35,40,30,0,0.0,0.0,Rise of Tomb Raider,13.08,SIM,Indiferente,,,,,,,,,
Player 1,4,3.0,56.0,16.0,25.0,22.0,50,0,5,0,1.0,0.0,Half-Life 2,21.15,,,,,,,,,,,
Player 18,5,3.0,31.0,13.0,8.0,8.0,75,0,20,0,2.5,0.0,Half-Life 2,,SIM,Feliz,19.0,M,Física,8.0,1080p,60.0,Nenhum,0.0,Mouse
Player 67,3,3.0,17.0,18.0,8.0,8.0,0,150,0,5,0.0,1.5,Spelunky,15.7,SIM,Indiferente,21.0,M,Ciências da Computação,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete e Celular
Player 1,1,3.0,37.0,14.0,10.0,10.0,100,0,15,0,3.0,0.0,Half-Life 2,15.52,,,,,,,,,,,
Player 8,6,3.0,22.0,14.0,8.0,9.0,125,0,15,0,0.5,0.5,Spelunky,16.33,,,,,,,,,,,
Player 5,0,,,,,,35,0,40,0,20.0,0.0,Rise of Tomb Raider,15.15,NAO,Indiferente,,,,,,,,,
Player 74,0,,,,,,30,0,30,0,20.0,0.0,Rise of Tomb Raider,12.3,NAO,Indiferente,,,,,,,,,
Player 44,0,,,,,,30,20,10,10,3.0,3.0,Rise of Tomb Raider,13.32,NAO,Indiferente,,,,,,,,,
Player 1,4,3.0,65.0,18.0,18.0,16.0,0,100,0,15,0.0,2.0,Half-Life 2,22.21,,,,,,,,,,,
Player 1,1,3.0,39.0,19.0,8.0,9.0,100,50,20,5,2.0,2.0,Half-Life 2,15.50,,,,,,,,,,,
Player 10,3,4.0,38.0,14.0,10.0,10.0,0,50,0,10,0.0,1.0,Half-Life 2,10.3,NAO,Feliz,23.0,M,Sistemas de Informação,0.0,1080p,60.0,Nenhum,0.0,Nenhum
Player 1,6,,,,,,2,20,10,5,0.0,1.5,Spelunky,17.35,SIM,Indiferente,,,,,,,,,
Player 1,2,3.0,35.0,14.0,9.0,9.0,75,0,5,0,0.5,0.0,Half-Life 2,17.20,,,,,,,,,,,
Player 1,2,3.0,78.0,58.0,9.0,9.0,125,0,10,0,2.5,0.0,Half-Life 2,14.19,,,,,,,,,,,
Player 55,4,4.0,32.0,12.0,8.0,9.0,75,100,0,10,0.5,0.5,Half-Life 2,12.7,SIM,Indiferente,20.0,M,Engenharia Civil,0.0,1080p,60.0,Nenhum,0.0,Nenhum
Player 1,3,3.0,37.0,14.0,10.0,10.0,0,75,0,5,0.0,1.0,Half-Life 2,15.54,,,,,,,,,,,
Player 3,5,3.0,62.0,23.0,9.0,9.0,25,100,15,0,0.0,0.0,Half-Life 2,13.50,,,,,,,,,,,
Player 1,3,3.0,9.0,13.0,9.0,10.0,150,0,15,0,1.0,0.0,Spelunky,10.10,,,,,,,,,,,
Player 5,2,3.0,38.0,15.0,9.0,9.0,100,25,5,20,2.0,2.0,Half-Life 2,15.51,,,,,,,,,,,
Player 3,1,3.0,26.0,12.0,6.0,8.0,0,100,0,25,0.0,1.0,Half-Life 2,16.37,,,,,,,,,,,
Player 1,6,3.0,38.0,14.0,9.0,9.0,75,0,0,0,1.0,0.0,Half-Life 2,14.25,,,,,,,,,,,
Player 44,6,,,,,,0,0,0,0,0.0,10.0,Spelunky,22.09,SIM,Indiferente,,,,,,,,,
Player 3,1,3.0,35.0,14.0,8.0,9.0,0,100,0,10,0.0,1.5,Half-Life 2,19.50,,,,,,,,,,,
Player 1,2,3.0,79.0,58.0,9.0,9.0,75,125,10,25,2.5,2.5,Half-Life 2,14.31,,,,,,,,,,,
Player 3,2,3.0,34.0,15.0,9.0,9.0,125,0,15,0,1.5,0.0,Half-Life 2,15.33,,,,,,,,,,,
Player 7,3,3.0,54.0,16.0,28.0,24.0,0,125,0,10,2.0,2.0,Half-Life 2,10.43,,,,,,,,,,,
Player 44,0,,,,,,30,0,5,0,2.5,0.0,Rise of Tomb Raider,14.19,NAO,Indiferente,,,,,,,,,
Player 44,5,,,,,,15,0,15,0,2.0,0.0,Rise of Tomb Raider,13.59,SIM,Indiferente,,,,,,,,,
Player 1,1,,,,,,20,20,10,0,3.0,3.0,Rise of Tomb Raider,21.15,NAO,Indiferente,,,,,,,,,
Player 3,4,3.0,38.0,15.0,8.0,9.0,75,150,20,20,2.0,2.0,Half-Life 2,17.47,,,,,,,,,,,
Player 74,0,,,,,,40,35,30,40,10.0,10.0,Rise of Tomb Raider,17.26,NAO,Indiferente,,,,,,,,,
Player 1,5,3.0,61.0,25.0,35.0,30.0,100,0,15,0,0.0,0.0,Half-Life 2,17.39,,,,,,,,,,,
Player 5,4,3.0,47.0,14.0,29.0,25.0,50,50,5,20,2.5,2.5,Half-Life 2,14.44,,,,,,,,,,,
Player 74,5,,,,,,40,35,0,30,10.0,10.0,Rise of Tomb Raider,16.46,SIM,Indiferente,,,,,,,,,
Player 1,4,3.0,25.0,15.0,8.0,8.0,100,0,15,0,3.0,0.0,Spelunky,17.12,,,,,,,,,,,
Player 3,4,3.0,36.0,15.0,9.0,9.0,0,75,0,0,0.0,3.0,Half-Life 2,16.30,,,,,,,,,,,
Player 1,0,3.0,62.0,21.0,24.0,21.0,0,125,0,15,0.0,0.5,Half-Life 2,18.48,,,,,,,,,,,
Player 74,0,,,,,,25,25,25,25,0.0,5.0,Rise of Tomb Raider,14.43,NAO,Indiferente,,,,,,,,,
Player 1,6,3.0,46.0,14.0,34.0,29.0,25,25,0,15,0.0,0.0,Half-Life 2,19.47,,,,,,,,,,,
Player 3,2,3.0,38.0,14.0,8.0,9.0,100,25,10,15,2.5,2.5,Half-Life 2,19.22,,,,,,,,,,,
Player 3,2,3.0,77.0,27.0,9.0,9.0,125,0,20,0,0.5,0.0,Half-Life 2,16.28,,,,,,,,,,,
